Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
14479;12185;POINT (21.26645033 48.67967728);21.26645033;48.67967728;Voz‡rova;2A;Voz‡rova 2A;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
14480;8725;POINT (21.23911406 48.74593447);21.23911406;48.74593447;Kave‹ianska cesta;26;Kave‹ianska cesta 26;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14481;12190;POINT (21.3227905411926 48.6654415064323);21.3227905411926;48.6654415064323;Pieso‹n‡;10;Pieso‹n‡ 10;Rodinnù dom;Koäice-Kr‡sna;Kr‡sna;Kr‡sna;1.0
14482;12198;POINT (21.25882668 48.67818312);21.25882668;48.67818312;RadlinskŽho;17;RadlinskŽho 17;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
14483;12216;POINT (21.26714203 48.6741065);21.26714203;48.6741065;Pri Poäte;2;Pri Poäte 2;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
14484;8710;POINT (21.2348248 48.7309112);21.2348248;48.7309112;Roz‡lska;8;Roz‡lska 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14485;12225;POINT (21.25887573 48.68417642);21.25887573;48.68417642;Cirbusovej;6;Cirbusovej 6;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
14486;8708;POINT (21.23049964 48.72647607);21.23049964;48.72647607;Ban’cka;4A;Ban’cka 4A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14487;12228;POINT (21.27430982 48.67922567);21.27430982;48.67922567;Pri ëelezni‹nej Stanici;5;Pri ëelezni‹nej Stanici 5;Bytovù dom;Koäice-Barca;Barca;Barca;1.0
14488;8707;POINT (21.236092 48.7458096);21.236092;48.7458096;‰erme¼sk‡ cesta;88;‰erme¼sk‡ cesta 88;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14489;15730;POINT (21.3298963 48.6671251);21.3298963;48.6671251;Vùchodn‡;8;Vùchodn‡ 8;Rodinnù dom;Koäice-Kr‡sna;Kr‡sna;Kr‡sna;1.0
14490;15732;POINT (21.3054703 48.6747862);21.3054703;48.6747862;Nov‡;11A;Nov‡ 11A;Rodinnù dom;Koäice-Kr‡sna;Kr‡sna;Kr‡sna;1.0
14491;5745;POINT (21.2463752 48.7234886);21.2463752;48.7234886;N‡mestie L. NovomeskŽho;1;N‡mestie L. NovomeskŽho 1;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;98.0
14492;19631;POINT (21.2591876 48.7383341);21.2591876;48.7383341;Slovensk‡;77B;Slovensk‡ 77B;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14493;19634;POINT (21.2595957 48.7383325);21.2595957;48.7383325;Slovensk‡;77A;Slovensk‡ 77A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14494;19635;POINT (21.25907 48.7386052);21.25907;48.7386052;Slovensk‡;83;Slovensk‡ 83;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14495;5733;POINT (21.2424934 48.7265148);21.2424934;48.7265148;Tatransk‡;8;Tatransk‡ 8;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;25.0
14496;5730;POINT (21.2423766 48.7267309);21.2423766;48.7267309;Tatransk‡;6;Tatransk‡ 6;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;25.0
14497;19657;POINT (21.261424 48.7346639);21.261424;48.7346639;Slovensk‡;14C;Slovensk‡ 14C;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14498;5729;POINT (21.2462824 48.7212703);21.2462824;48.7212703;Dargovsk‡;1;Dargovsk‡ 1;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;54.0
14499;5724;POINT (21.2468932 48.7207947);21.2468932;48.7207947;Vojensk‡;9;Vojensk‡ 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;27.0
14500;5722;POINT (21.2423007 48.726886);21.2423007;48.726886;Tatransk‡;4;Tatransk‡ 4;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;58.0
14501;5719;POINT (21.2421934 48.7271);21.2421934;48.7271;Tatransk‡;2;Tatransk‡ 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;58.0
14502;5718;POINT (21.2490833 48.7199565);21.2490833;48.7199565;ákultŽtyho;2;ákultŽtyho 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;76.0
14503;19597;POINT (21.2596158 48.7360266);21.2596158;48.7360266;‰esk‡;42;‰esk‡ 42;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14504;5768;POINT (21.23709207 48.72855239);21.23709207;48.72855239;Na Kalv‡rii;1;Na Kalv‡rii 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14505;19606;POINT (21.2594865 48.7369322);21.2594865;48.7369322;‰esk‡;56;‰esk‡ 56;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14506;19607;POINT (21.2592573 48.7368896);21.2592573;48.7368896;‰esk‡;55;‰esk‡ 55;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14507;5762;POINT (21.2457309 48.7246892);21.2457309;48.7246892;N‡mestie L. NovomeskŽho;5;N‡mestie L. NovomeskŽho 5;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;106.0
14508;5759;POINT (21.2460566 48.724089);21.2460566;48.724089;N‡mestie L. NovomeskŽho;3;N‡mestie L. NovomeskŽho 3;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;53.0
14509;19613;POINT (21.2597958 48.737326);21.2597958;48.737326;Slovensk‡;61A;Slovensk‡ 61A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14510;5758;POINT (21.2458421 48.7207591);21.2458421;48.7207591;Karpatsk‡;3;Karpatsk‡ 3;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;32.0
14511;5757;POINT (21.2454403 48.7203036);21.2454403;48.7203036;Karpatsk‡;1;Karpatsk‡ 1;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;103.0
14512;5754;POINT (21.2452257 48.7205962);21.2452257;48.7205962;Karpatsk‡;2;Karpatsk‡ 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;99.0
14513;19716;POINT (21.2796951 48.7153393);21.2796951;48.7153393;Pod vinicami;3;Pod vinicami 3;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14514;5690;POINT (21.2567441 48.7218323);21.2567441;48.7218323;Hlavn‡;60A;Hlavn‡ 60A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
14515;19673;POINT (21.25431628 48.74168669);21.25431628;48.74168669;Vod‡rensk‡;8;Vod‡rensk‡ 8;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14516;5675;POINT (21.2588307 48.7230246);21.2588307;48.7230246;Kov‡‹ska;25A;Kov‡‹ska 25A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;4.0
14517;5695;POINT (21.2583724 48.7190239);21.2583724;48.7190239;Hlavn‡;18;Hlavn‡ 18;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;8.0
14518;5699;POINT (21.23630484 48.72655034);21.23630484;48.72655034;Vencov‡;2B;Vencov‡ 2B;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14519;19675;POINT (21.2533281 48.7418805);21.2533281;48.7418805;Vod‡rensk‡;12;Vod‡rensk‡ 12;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14520;5715;POINT (21.2613821 48.7212657);21.2613821;48.7212657;Mlynsk‡;25A;Mlynsk‡ 25A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;4.0
14521;5713;POINT (21.2613821 48.7212657);21.2613821;48.7212657;Mlynsk‡;25B;Mlynsk‡ 25B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;4.0
14522;19490;POINT (21.2576434 48.739088);21.2576434;48.739088;èahanovskŽ riadky;83;èahanovskŽ riadky 83;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14523;5822;POINT (21.2573878 48.7306225);21.2573878;48.7306225;Jakobyho;11;Jakobyho 11;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;17.0
14524;19476;POINT (21.2764885 48.7224354);21.2764885;48.7224354;NevŠdzov‡;4;NevŠdzov‡ 4;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14525;19477;POINT (21.2766657 48.7224369);21.2766657;48.7224369;NevŠdzov‡;6A;NevŠdzov‡ 6A;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14526;19478;POINT (21.2767715 48.7224832);21.2767715;48.7224832;NevŠdzov‡;6;NevŠdzov‡ 6;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14527;19479;POINT (21.2768529 48.7223479);21.2768529;48.7223479;NevŠdzov‡;8;NevŠdzov‡ 8;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14528;19481;POINT (21.2771454 48.7222237);21.2771454;48.7222237;Zempl’nska;41;Zempl’nska 41;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14529;19482;POINT (21.2568385 48.7395831);21.2568385;48.7395831;átudentsk‡;3;átudentsk‡ 3;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;12.0
14530;19485;POINT (21.2568572 48.7397423);21.2568572;48.7397423;átudentsk‡;2;átudentsk‡ 2;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;12.0
14531;5821;POINT (21.2572928 48.7307664);21.2572928;48.7307664;Jakobyho;9;Jakobyho 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;17.0
14532;5777;POINT (21.2430655 48.7255358);21.2430655;48.7255358;Braniskov‡;22;Braniskov‡ 22;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;20.0
14533;5820;POINT (21.24537 48.7271566);21.24537;48.7271566;‰eskoslovenskej arm‡dy;31;‰eskoslovenskej arm‡dy 31;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;18.0
14534;5819;POINT (21.2463679 48.7270839);21.2463679;48.7270839;‰eskoslovenskej arm‡dy;23;‰eskoslovenskej arm‡dy 23;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;8.0
14535;5816;POINT (21.2491463 48.7251818);21.2491463;48.7251818;Kuzm‡nyho;11;Kuzm‡nyho 11;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;20.0
14536;5815;POINT (21.249191 48.725373);21.249191;48.725373;Kuzm‡nyho;9;Kuzm‡nyho 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;20.0
14537;5823;POINT (21.2575005 48.7304721);21.2575005;48.7304721;Jakobyho;13;Jakobyho 13;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;17.0
14538;5824;POINT (21.2458426 48.7299572);21.2458426;48.7299572;Letn‡;26;Letn‡ 26;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;9.0
14539;5825;POINT (21.2570174 48.7311504);21.2570174;48.7311504;Jakobyho;3;Jakobyho 3;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;13.0
14540;5846;POINT (21.23907178 48.74173237);21.23907178;48.74173237;Urb‡nkova;62A;Urb‡nkova 62A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14541;5845;POINT (21.23894312 48.74167263);21.23894312;48.74167263;Urb‡nkova;62B;Urb‡nkova 62B;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14542;5844;POINT (21.23870501 48.7416276);21.23870501;48.7416276;Urb‡nkova;62D;Urb‡nkova 62D;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14543;5837;POINT (21.2304178 48.7339766);21.2304178;48.7339766;Zvolensk‡;17;Zvolensk‡ 17;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14544;5836;POINT (21.248543 48.7239017);21.248543;48.7239017;Kuzm‡nyho;27;Kuzm‡nyho 27;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;18.0
14545;5835;POINT (21.2485986 48.7240908);21.2485986;48.7240908;Kuzm‡nyho;25;Kuzm‡nyho 25;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;18.0
14546;5833;POINT (21.2486443 48.7249814);21.2486443;48.7249814;Kuzm‡nyho;15;Kuzm‡nyho 15;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;21.0
14547;5827;POINT (21.2572273 48.7308567);21.2572273;48.7308567;Jakobyho;7;Jakobyho 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;13.0
14548;5826;POINT (21.2571267 48.731009);21.2571267;48.731009;Jakobyho;5;Jakobyho 5;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;13.0
14549;5809;POINT (21.2484385 48.7234851);21.2484385;48.7234851;Magursk‡;2;Magursk‡ 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;101.0
14550;19549;POINT (21.2587308 48.7359993);21.2587308;48.7359993;Moravsk‡;46;Moravsk‡ 46;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14551;19551;POINT (21.2592552 48.7358225);21.2592552;48.7358225;‰esk‡;41;‰esk‡ 41;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14552;19555;POINT (21.2588047 48.7354582);21.2588047;48.7354582;Moravsk‡;40;Moravsk‡ 40;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14553;5785;POINT (21.2302299 48.7329735);21.2302299;48.7329735;Zvolensk‡;11;Zvolensk‡ 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14554;19562;POINT (21.2590613 48.7343518);21.2590613;48.7343518;Moravsk‡;24;Moravsk‡ 24;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14555;19564;POINT (21.2594077 48.7339137);21.2594077;48.7339137;Svornosti;13;Svornosti 13;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14556;19565;POINT (21.2594841 48.7339278);21.2594841;48.7339278;Svornosti;11;Svornosti 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14557;19566;POINT (21.2596827 48.7339812);21.2596827;48.7339812;Svornosti;9;Svornosti 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14558;19567;POINT (21.2597874 48.7340159);21.2597874;48.7340159;Svornosti;7;Svornosti 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14559;19576;POINT (21.260584 48.7350744);21.260584;48.7350744;Slovensk‡;25;Slovensk‡ 25;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14560;19580;POINT (21.2604832 48.7353272);21.2604832;48.7353272;Slovensk‡;27;Slovensk‡ 27;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14561;5807;POINT (21.2480214 48.7224968);21.2480214;48.7224968;Magursk‡;1;Magursk‡ 1;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;60.0
14562;5806;POINT (21.2480634 48.7227239);21.2480634;48.7227239;Magursk‡;3;Magursk‡ 3;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;60.0
14563;5803;POINT (21.2443242 48.7262814);21.2443242;48.7262814;Braniskov‡;5;Braniskov‡ 5;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;37.0
14564;5802;POINT (21.2442821100908 48.7260581221767);21.2442821100908;48.7260581221767;Braniskov‡;7;Braniskov‡ 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;37.0
14565;19522;POINT (21.25835392 48.73606903);21.25835392;48.73606903;Heydukova;17;Heydukova 17;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14566;19523;POINT (21.2581636 48.7361078);21.2581636;48.7361078;Heydukova;15;Heydukova 15;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14567;19524;POINT (21.2578272 48.7359832);21.2578272;48.7359832;Heydukova;11;Heydukova 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14568;19525;POINT (21.2572043 48.7359522);21.2572043;48.7359522;Heydukova;3;Heydukova 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14569;19526;POINT (21.2570167 48.7358282);21.2570167;48.7358282;Heydukova;1;Heydukova 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14570;5799;POINT (21.2435641 48.7262319);21.2435641;48.7262319;Braniskov‡;9;Braniskov‡ 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;43.0
14571;19528;POINT (21.2573383 48.735657);21.2573383;48.735657;Heydukova;4;Heydukova 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14572;19529;POINT (21.2581446 48.7358709);21.2581446;48.7358709;Heydukova;12;Heydukova 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14573;19533;POINT (21.258507 48.7351222);21.258507;48.7351222;Moravsk‡;37;Moravsk‡ 37;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14574;19539;POINT (21.2571588 48.7341513);21.2571588;48.7341513;Z‡borskŽho;3;Z‡borskŽho 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14575;19540;POINT (21.2575804 48.734251);21.2575804;48.734251;Z‡borskŽho;7;Z‡borskŽho 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14576;19541;POINT (21.2578384 48.7343062);21.2578384;48.7343062;Z‡borskŽho;9;Z‡borskŽho 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14577;19542;POINT (21.2585168 48.7346461);21.2585168;48.7346461;Moravsk‡;31;Moravsk‡ 31;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14578;18634;POINT (21.2158127 48.7083147);21.2158127;48.7083147;Dr‡bova;20;Dr‡bova 20;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;11.0
14579;19953;POINT (21.29271545 48.7192915);21.29271545;48.7192915;Bazov‡;38;Bazov‡ 38;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14580;19954;POINT (21.2926168 48.71913699);21.2926168;48.71913699;Bazov‡;40;Bazov‡ 40;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14581;19955;POINT (21.29257286 48.71906514);21.29257286;48.71906514;Bazov‡;42;Bazov‡ 42;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14582;19956;POINT (21.29252455 48.71899411);21.29252455;48.71899411;Bazov‡;44;Bazov‡ 44;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14583;19957;POINT (21.29247643 48.71892022);21.29247643;48.71892022;Bazov‡;46;Bazov‡ 46;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14584;19958;POINT (21.29243204 48.71884455);21.29243204;48.71884455;Bazov‡;48;Bazov‡ 48;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14585;19959;POINT (21.29321277 48.71954158);21.29321277;48.71954158;Bazov‡;55;Bazov‡ 55;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14586;19960;POINT (21.29317414 48.71947608);21.29317414;48.71947608;Bazov‡;57;Bazov‡ 57;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14587;19961;POINT (21.29313728 48.71941636);21.29313728;48.71941636;Bazov‡;59;Bazov‡ 59;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14588;5600;POINT (21.2547833 48.7195089);21.2547833;48.7195089;Alìbetina;30;Alìbetina 30;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
14589;5599;POINT (21.2548799 48.7195278);21.2548799;48.7195278;Alìbetina;28;Alìbetina 28;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
14590;19949;POINT (21.2385743 48.7495262);21.2385743;48.7495262;Kave‹ianska cesta;30B;Kave‹ianska cesta 30B;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14591;19948;POINT (21.2378992 48.7489614);21.2378992;48.7489614;Suchodolinsk‡;36;Suchodolinsk‡ 36;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14592;19947;POINT (21.2385474 48.7487657);21.2385474;48.7487657;Kave‹ianska cesta;28M;Kave‹ianska cesta 28M;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;2.0
14593;19919;POINT (21.2399683 48.7454097);21.2399683;48.7454097;Kave‹ianska cesta;18;Kave‹ianska cesta 18;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14594;19920;POINT (21.2408432 48.7441269);21.2408432;48.7441269;Turistick‡;16;Turistick‡ 16;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14595;19927;POINT (21.2396516 48.7467704);21.2396516;48.7467704;Kave‹ianska cesta;37;Kave‹ianska cesta 37;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14596;19928;POINT (21.2396138 48.7463006);21.2396138;48.7463006;Kave‹ianska cesta;35;Kave‹ianska cesta 35;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14597;19930;POINT (21.2393621 48.7467703);21.2393621;48.7467703;Kave‹ianska cesta;39;Kave‹ianska cesta 39;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14598;19936;POINT (21.2382236 48.7456075);21.2382236;48.7456075;Suchodolinsk‡;6;Suchodolinsk‡ 6;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14599;19937;POINT (21.2383379 48.7458343);21.2383379;48.7458343;Suchodolinsk‡;8;Suchodolinsk‡ 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14600;19938;POINT (21.2383164 48.7463615);21.2383164;48.7463615;Suchodolinsk‡;14;Suchodolinsk‡ 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14601;19939;POINT (21.2381806 48.7467381);21.2381806;48.7467381;Suchodolinsk‡;20;Suchodolinsk‡ 20;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14602;19940;POINT (21.2379089 48.746985);21.2379089;48.746985;Suchodolinsk‡;22;Suchodolinsk‡ 22;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;11.0
14603;19941;POINT (21.2378357 48.74837);21.2378357;48.74837;Suchodolinsk‡;30;Suchodolinsk‡ 30;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14604;19942;POINT (21.2388009 48.7481351);21.2388009;48.7481351;Kave‹ianska cesta;28A;Kave‹ianska cesta 28A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14605;19943;POINT (21.2381033 48.7487011);21.2381033;48.7487011;Suchodolinsk‡;34C;Suchodolinsk‡ 34C;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;3.0
14606;19944;POINT (21.2386653 48.7487774);21.2386653;48.7487774;Kave‹ianska cesta;28I;Kave‹ianska cesta 28I;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;2.0
14607;19945;POINT (21.2386361 48.748767);21.2386361;48.748767;Kave‹ianska cesta;28K;Kave‹ianska cesta 28K;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;2.0
14608;19946;POINT (21.2384597 48.7487775);21.2384597;48.7487775;Kave‹ianska cesta;28O;Kave‹ianska cesta 28O;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;2.0
14609;5672;POINT (21.2583434497458 48.7243531588859);21.2583434497458;48.7243531588859;Vodn‡;2;Vodn‡ 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;4.0
14610;20026;POINT (21.29329072 48.71966259);21.29329072;48.71966259;Bazov‡;51;Bazov‡ 51;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14611;20027;POINT (21.29333209 48.71971959);21.29333209;48.71971959;Bazov‡;49;Bazov‡ 49;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14612;20028;POINT (21.29337278 48.71978658);21.29337278;48.71978658;Bazov‡;47;Bazov‡ 47;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14613;20025;POINT (21.29325239 48.71959281);21.29325239;48.71959281;Bazov‡;53;Bazov‡ 53;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14614;20023;POINT (21.2401852 48.7529997);21.2401852;48.7529997;Mengusovsk‡;15;Mengusovsk‡ 15;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;8.0
14615;5593;POINT (21.2606172 48.7301977);21.2606172;48.7301977;Alvinczyho;21;Alvinczyho 21;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;57.0
14616;5588;POINT (21.2594716 48.7219585);21.2594716;48.7219585;Kov‡‹ska;13A;Kov‡‹ska 13A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
14617;19918;POINT (21.2395834 48.7458525);21.2395834;48.7458525;Kave‹ianska cesta;22A;Kave‹ianska cesta 22A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14618;19917;POINT (21.2398701 48.7458196);21.2398701;48.7458196;Kave‹ianska cesta;22;Kave‹ianska cesta 22;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
